country,Revenue , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit
Sweden,"94,086","77,498",19-01-2020,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975,"16,587"
Portugal,"1,59,216","1,37,420",26-06-2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345,"21,797"
Portugal,"74,958","65,806",05-08-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200,"9,152"
Sweden,"83,898","69,560",18-03-2019,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102,"14,338"
Sweden,"1,33,055","1,05,366",10-11-2019,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179,"27,689"
Sweden,"94,116","75,669",16-09-2019,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046,"18,447"
Finland,"1,25,852","1,03,777",15-11-2020,Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC,03-6962760,"22,074"
Netherlands,"60,918","52,737",17-02-2019,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,15-3241183,"8,181"
France,"1,01,319","86,658",13-04-2019,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC,54-5705354,"14,661"
Portugal,"1,31,610","1,06,407",30-04-2020,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759,"25,203"
France,"2,35,043","1,87,447",25-12-2019,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754,"47,596"
Ireland,"58,921","51,715",13-12-2020,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900,"7,206"
Portugal,"1,01,847","88,067",07-01-2019,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC,72-9074281,"13,780"
France,"95,307","78,533",26-03-2020,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558,"16,774"
France,"2,32,217","1,91,440",20-06-2019,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792,"40,777"
Portugal,"75,913","60,146",14-10-2019,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641,"15,767"
Portugal,"57,368","46,256",28-10-2019,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738,"11,112"
Portugal,"1,58,240","1,36,561",23-11-2020,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,81-9457605,"21,679"
Portugal,"97,292","76,899",02-01-2020,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030,"20,392"
Portugal,"83,904","69,011",07-06-2020,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184,"14,893"
UK,"1,33,697","1,09,311",27-01-2020,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233,"24,386"
UK,"1,46,077","1,23,230",27-07-2019,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186,"22,846"
France,"56,118","47,712",02-03-2020,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109,"8,406"
France,"46,296","40,319",15-05-2020,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084,"5,977"
Belgium,"1,18,061","1,01,131",02-07-2020,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058,"16,930"
Finland,"74,481","60,024",06-03-2020,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120,"14,457"
Spain,"87,205","69,171",18-06-2020,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595,"18,034"
Portugal,"1,07,717","86,680",18-01-2020,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149,"21,037"
